,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q2_21,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q5_19,Q5_20,where
46,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,5.0,3.0,4.0,1.0,5.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,sona
47,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,sona
48,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,sona
49,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,sona
50,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,sona
51,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,5.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,5.0,2.0,5.0,sona
52,1.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,5.0,sona
53,2.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,4.0,5.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,1.0,sona
54,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,sona
55,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,1.0,sona
56,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,sona
57,2.0,3.0,4.0,4.0,3.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,2.0,5.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,sona
58,4.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,sona
59,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,sona
60,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,sona
61,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,sona
62,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,sona
63,2.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,sona
64,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,sona
65,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,sona
66,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,sona
67,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,sona
68,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,sona
69,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,sona
70,3.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,5.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,4.0,sona
71,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,sona
72,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,sona
73,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,sona
74,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,sona
75,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,1.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,sona
76,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,sona
77,3.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,sona
78,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,sona
79,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,1.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,sona
80,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,3.0,5.0,2.0,1.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,sona
81,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,sona
82,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,sona
83,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,4.0,3.0,1.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,1.0,sona
84,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,5.0,3.0,5.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,sona
85,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,sona
86,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,sona
87,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,sona
88,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,sona
89,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,sona
90,4.0,2.0,4.0,2.0,5.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,sona
91,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,sona
