,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q2_21,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q5_19,Q5_20,where
138,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,1.0,sona
139,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,sona
140,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,sona
141,1.0,2.0,3.0,1.0,5.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,sona
142,2.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,sona
143,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,sona
144,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,1.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,sona
145,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,sona
146,2.0,2.0,2.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,sona
147,4.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,sona
148,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,5.0,4.0,5.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,1.0,sona
149,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,sona
150,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,sona
151,2.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,sona
152,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,1.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,sona
153,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,sona
154,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,sona
155,2.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,5.0,1.0,5.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,5.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,sona
156,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,sona
157,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,1.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,sona
158,2.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,sona
159,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,2.0,sona
160,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,5.0,4.0,2.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,4.0,sona
161,5.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,1.0,1.0,5.0,3.0,5.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,sona
162,2.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,5.0,4.0,sona
163,2.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,1.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,1.0,5.0,5.0,5.0,4.0,1.0,3.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,sona
164,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,sona
165,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,5.0,5.0,1.0,3.0,5.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,sona
166,3.0,3.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,4.0,4.0,5.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,sona
167,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,1.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,5.0,4.0,sona
168,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,sona
169,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,sona
170,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,sona
171,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,sona
172,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,5.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,sona
173,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,sona
174,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,sona
175,3.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,sona
176,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,5.0,3.0,1.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,sona
177,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,sona
178,4.0,2.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,sona
179,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,sona
180,1.0,4.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,sona
181,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,sona
182,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,sona
183,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,sona
184,4.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,sona
