,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q2_21,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q5_19,Q5_20,where
232,2.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,sona
465,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,mturk
466,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,mturk
467,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,mturk
468,1.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,5.0,mturk
469,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,mturk
470,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,mturk
471,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,mturk
472,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,mturk
473,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,mturk
474,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,mturk
475,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,mturk
476,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,mturk
477,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,mturk
478,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,4.0,mturk
479,4.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,2.0,4.0,5.0,4.0,1.0,4.0,1.0,4.0,3.0,5.0,5.0,4.0,5.0,mturk
480,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,mturk
481,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,mturk
482,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,mturk
483,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,mturk
484,1.0,1.0,3.0,3.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,5.0,mturk
485,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,mturk
486,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,5.0,5.0,3.0,5.0,mturk
487,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,1.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,4.0,1.0,5.0,3.0,mturk
488,5.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,mturk
489,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,mturk
490,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,mturk
491,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,mturk
492,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,mturk
493,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,mturk
494,2.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,4.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,mturk
495,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,3.0,5.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,mturk
496,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,mturk
497,1.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,mturk
498,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,mturk
499,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,mturk
500,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,1.0,3.0,1.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,mturk
501,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,mturk
502,1.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,mturk
503,1.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,mturk
504,1.0,5.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,mturk
505,3.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,5.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,5.0,4.0,mturk
506,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,mturk
507,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,mturk
508,4.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,4.0,mturk
509,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,1.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,mturk
510,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,mturk
